GB_index,Sigma,Misorientation_Index,L11,L12,L13,R11,R12,R13,L21,L22,L23,R21,R22,R23,L31,L32,L33,R31,R32,R33,t1,t2,t3,cos,disorientation,h1,k1,l1,h2,k2,l2,ytilt,ztilt,DSC11,DSC12,DSC13,DSC21,DSC22,DSC23,DSC31,DSC32,DSC33,CSL11,CSL12,CSL13,CSL21,CSL22,CSL23,CSL31,CSL32
272,45,22,10,8,4,4,2,0,4,-4,-2,2,-4,-4,0,6,-12,-4,8,-10,2,2,1,-0.6,126.87,10,8,4,4,2,0,1,0,0.555555556,-1.088888889,-0.711111111,0.555555556,-0.288888889,-0.311111111,-1.888888889,1.022222222,1.177777778,-2,-6,2,20,13,59,1,0
273,9,6,10,8,4,4,2,0,4,-4,-2,-2,4,4,0,6,-12,4,-8,10,1,1,0,0.777777778,38.9424,10,8,4,4,2,0,0,0,-0.333333333,1.333333333,-0.333333333,0.777777778,-1.444444444,0.444444444,-2.555555556,4.888888889,-1.888888889,10,6,2,8,7,-7,5,5
274,45,21,10,8,4,4,2,0,4,-4,-2,-2,4,-4,0,6,-12,-4,8,10,2,2,1,0.6,53.1301,10,8,4,4,2,0,1,0,0.333333333,-0.533333333,-1.266666667,0.333333333,-0.333333333,-0.666666667,-0.777777778,0.711111111,2.022222222,-18,-14,-2,0,-7,-1,-11,-12
275,45,23,4,2,0,4,2,0,2,-4,4,2,-4,-4,4,-8,-10,-4,8,-10,2,1,0,0.111111111,83.6206,4,2,0,4,2,0,0,0,0.088888889,-1.177777778,0.777777778,0.911111111,-1.822222222,1.222222222,-1.444444444,2.888888889,-1.888888889,-4,-2,0,-17,-56,-25,-11,-33
276,9,6,4,2,0,4,2,0,2,-4,4,-2,4,4,4,-8,-10,4,-8,10,1,1,0,0.777777778,38.9424,4,2,0,4,2,0,0,0,0.888888889,-0.777777778,0.777777778,-1.222222222,2.444444444,-1.444444444,1.444444444,-2.888888889,1.888888889,4,2,0,11,-4,-5,0,-1
277,91,55,13,3,2,13,3,2,1,-3,-2,-1,3,2,0,4,-6,0,-4,6,3,2,0,0.857142857,31.0027,13,3,2,13,3,2,0,1,-0.857142857,2.032967033,3.021978022,-1.142857143,2.505494505,3.67032967,5,-11,-16,13,3,2,-39,-121,-20,-25,-94
278,13,3,13,3,2,13,3,-2,1,-3,-2,1,-3,2,0,4,-6,0,-4,-6,1,0,0,0.923076923,22.6199,13,3,2,13,3,2,0,0,1,0.384615385,0.923076923,0,0.461538462,0.307692308,0,-1.307692308,-0.538461538,2,0,0,13,-12,5,6,-5
279,7,8,13,3,2,13,3,-2,1,-3,-2,-1,3,-2,0,4,-6,0,4,6,1,1,1,0.785714286,38.2132,13,3,2,13,3,2,0,0,-0.142857143,-0.571428571,1.285714286,0.428571429,-1.285714286,3.142857143,-0.714285714,2.142857143,-4.571428571,-3,-1,0,-4,-9,1,-3,-4
280,91,55,6,4,0,6,4,0,2,-3,1,2,-3,-1,2,-3,-13,-2,3,-13,3,2,0,0.857142857,31.0027,6,4,0,6,4,0,0,0,-0.89010989,0.835164835,-0.714285714,0.285714286,-0.428571429,0.142857143,0.263736264,-0.395604396,0.285714286,-6,-4,0,-61,-45,-104,-58,-43
281,7,8,6,4,0,6,4,0,2,-3,1,-2,3,1,2,-3,-13,2,-3,13,1,1,1,0.785714286,38.2132,6,4,0,6,4,0,0,0,-0.428571429,1.142857143,-0.714285714,0.285714286,-0.428571429,0.142857143,-3.428571429,5.142857143,-3.714285714,6,4,0,5,3,-8,3,2
282,91,55,3,2,1,3,2,-1,4,-6,0,4,-6,0,3,2,-13,-3,-2,-13,3,2,0,0.857142857,31.0027,3,2,1,3,2,1,1,0,-0.835164835,-0.89010989,-0.714285714,0.824175824,0.549450549,-1.571428571,-0.857142857,-0.571428571,1.714285714,4,-6,0,43,-32,117,34,-25
283,13,3,3,2,1,3,2,-1,4,-6,0,-4,6,0,3,2,-13,3,2,13,1,0,0,0.923076923,22.6199,3,2,1,3,2,1,0,0,-0.538461538,1.307692308,0,2,-3,-1,-0.307692308,0.461538462,0,6,4,0,5,12,-13,1,5
284,93,56,11,7,4,11,7,4,2,-2,-2,-2,2,2,-1,5,-6,1,-5,6,1,1,1,0.741935484,42.1034,11,7,4,11,7,4,1,0,-2.88172043,4.075268817,1.043010753,43.43010753,-59.8172043,-14.75268817,-53,73,18,11,7,4,121,-16,-49,36,-7
285,31,57,11,7,4,11,7,-4,2,-2,-2,2,-2,2,-1,5,-6,1,-5,-6,1,1,1,0.951612903,17.8966,11,7,4,11,7,4,1,0,0.35483871,-0.774193548,1.129032258,0.612903226,-3.064516129,5.677419355,0.032258065,-0.161290323,0.193548387,5,1,0,36,-25,-1,24,-15
286,3,2,11,7,4,11,7,-4,2,-2,-2,-2,2,-2,-1,5,-6,-1,5,6,1,1,0,0.333333333,70.5288,11,7,4,11,7,4,0,0,0,-1,1,-0.333333333,0.333333333,1.333333333,-0.333333333,0.333333333,-0.666666667,-1,-1,0,0,1,-1,1,-4
287,31,57,6,5,1,6,5,1,2,-2,-2,-2,2,2,-4,7,-11,4,-7,11,1,1,1,0.951612903,17.8966,6,5,1,6,5,1,1,0,-0.806451613,1.161290323,0.032258065,1.806451613,-2.161290323,-0.032258065,-10,12,0,6,5,1,36,-1,-25,7,-1
288,93,56,6,5,1,6,5,-1,2,-2,-2,2,-2,2,-4,7,-11,4,-7,-11,1,1,1,0.741935484,42.1034,6,5,1,6,5,1,1,0,0.247311828,-0.182795699,2.430107527,-1.161290323,2.032258065,-19.19354839,1.591397849,-2.784946237,26.37634409,14,8,0,121,-49,-16,47,-24
289,3,2,6,5,1,6,5,-1,2,-2,-2,-2,2,-2,-4,7,-11,-4,7,11,1,1,0,0.333333333,70.5288,6,5,1,6,5,1,0,0,0,-1,1,-0.333333333,0.333333333,1.333333333,-0.333333333,0.333333333,-0.666666667,-1,-1,0,0,1,-1,1,-4
290,93,56,2,2,2,2,2,2,6,-5,-1,6,-1,-5,4,7,-11,-4,11,-7,1,1,1,0.741935484,42.1034,2,2,2,2,2,2,0,0,-1.301075269,-0.52688172,-0.172043011,0.817204301,-0.569892473,-0.247311828,-1.129032258,0.774193548,0.35483871,-2,-2,-2,49,16,121,36,13
291,31,57,2,2,2,2,2,2,6,-5,-1,-6,1,5,4,7,-11,4,-11,7,1,1,1,0.951612903,17.8966,2,2,2,2,2,2,0,0,0.032258065,0.806451613,1.161290323,-0.935483871,0.612903226,0.322580645,1.129032258,-0.774193548,-0.35483871,2,2,2,-25,-36,-1,-19,-29
292,95,58,10,9,3,10,9,3,0,1,-3,0,-1,3,-6,6,2,6,-6,-2,3,1,0,0.052631579,86.983,10,9,3,10,9,3,1,0,-0.894736842,1.094736842,0.031578947,12.63157895,-14.03157895,-0.010526316,-18,20,0,10,9,3,-35,-117,56,-22,-71
293,19,16,10,9,3,10,9,-3,0,1,-3,0,1,3,-6,6,2,6,-6,2,1,1,0,0.894736842,26.5254,10,9,3,10,9,3,0,0,-0.631578947,-0.368421053,1.210526316,-0.157894737,0.157894737,1.052631579,0.263157895,-0.263157895,-2.421052632,-1,-1,0,12,7,-23,11,5
294,5,1,10,9,3,10,9,-3,0,1,-3,0,-1,-3,-6,6,2,-6,6,-2,1,0,0,0.8,36.8699,10,9,3,10,9,3,0,0,1,0.8,0.6,0,0.6,0.2,0,-1.4,0.2,2,0,0,5,-3,4,3,-2
295,95,58,6,6,2,6,6,2,1,0,-3,0,1,-3,-9,10,-3,-10,9,3,3,1,0,0.052631579,86.983,6,6,2,6,6,2,1,0,-1.231578947,0.368421053,0.589473684,0.336842105,-0.263157895,-0.221052632,-2.6,2,1.8,-6,-6,-2,63,25,116,44,17
296,5,1,6,6,2,6,6,2,1,0,-3,0,-1,3,-9,10,-3,10,-9,-3,1,0,0,0.8,36.8699,6,6,2,6,6,2,0,0,-0.6,1,0.8,-1.4,1,1.2,2.6,-2,-1.8,6,6,2,-3,-5,4,-2,-3
297,95,58,3,1,0,3,1,0,2,-6,6,2,-6,-6,3,-9,-10,-3,9,-10,3,1,0,0.052631579,86.983,3,1,0,3,1,0,0,0,0.031578947,-1.094736842,0.894736842,1.073684211,-3.221052632,2.421052632,-1.315789474,3.947368421,-2.947368421,-3,-1,0,-56,-117,-35,-23,-46
298,19,16,3,1,0,3,1,0,2,-6,6,-2,6,6,3,-9,-10,3,-9,10,1,1,0,0.894736842,26.5254,3,1,0,3,1,0,0,0,0.631578947,-0.894736842,0.894736842,-1.210526316,3.631578947,-2.631578947,1.315789474,-3.947368421,2.947368421,3,1,0,23,-12,-7,0,-1
299,97,59,13,5,0,13,5,0,0,0,2,0,0,-2,5,-13,0,-5,13,0,1,0,0,0.742268041,42.075,13,5,0,13,5,0,1,0,-1.865979381,5.051546392,3,9.072164948,-23.58762887,-14,-35,91,54,13,5,0,72,65,-97,17,14
300,97,59,2,0,0,2,0,0,0,13,5,0,13,-5,0,-5,13,0,5,13,1,0,0,0.742268041,42.075,2,0,0,2,0,0,0,0,1,0.742268041,0.670103093,0,1.092783505,-0.041237113,0,-1.412371134,0.072164948,2,0,0,97,-65,72,76,-51
301,7,8,12,6,4,2,0,0,1,4,-9,0,7,7,-5,8,3,0,-7,7,1,1,1,0.785714286,38.2132,12,6,4,2,0,0,0,0,-0.142857143,-0.571428571,1.285714286,0.428571429,-1.285714286,3.142857143,-0.714285714,2.142857143,-4.571428571,-3,-1,0,-4,-9,1,-3,-4
302,49,60,12,6,4,12,6,4,1,4,-9,-1,-4,9,-5,8,3,5,-8,-3,2,1,0,-0.836734694,146.797,12,6,4,12,6,4,0,0,-1.755102041,3.12244898,1.081632653,14.67346939,-24.16326531,-7.775510204,-17,28,9,12,6,4,47,48,-17,41,43
303,49,61,12,6,4,12,6,-4,1,4,-9,1,4,9,-5,8,3,5,-8,3,1,1,1,0.724489796,43.5736,12,6,4,12,6,4,0,0,1.163265306,-2.06122449,-2.897959184,1.224489796,-1.959183673,-2.734693878,-2.346938776,3.755102041,5.408163265,-16,-10,0,-9,-64,25,-3,-53
304,49,62,12,6,4,12,6,-4,1,4,-9,-1,-4,-9,-5,8,3,-5,8,-3,2,1,1,0.020408163,88.8306,12,6,4,12,6,4,0,0,0.265306122,0.06122449,-1.387755102,0.06122449,0.244897959,3.448979592,-0.102040816,-0.408163265,-5.081632653,8,-2,0,39,-40,41,7,-5
305,49,62,12,6,4,12,6,4,1,4,-9,5,-8,-3,-5,8,3,1,4,-9,2,1,1,0.020408163,88.8306,12,6,4,12,6,4,0,0,0.551020408,1.489795918,-3.387755102,-0.612244898,-1.87755102,4.653061224,4.142857143,12.57142857,-31.28571429,12,6,4,69,-4,-5,2,-1
306,49,60,12,6,4,12,6,-4,1,4,-9,5,-8,3,-5,8,3,-1,-4,-9,2,1,0,-0.836734694,146.797,12,6,4,12,6,4,0,0,0.734693878,-1.204081633,0.102040816,-0.306122449,0.918367347,0.040816327,1.612244898,-4.836734694,-0.081632653,3,1,0,53,-12,-43,3,-1
307,49,60,12,6,4,12,6,-4,1,4,-9,-5,8,-3,-5,8,3,1,4,9,2,1,0,-0.836734694,146.797,12,6,4,12,6,4,0,0,0.387755102,-0.591836735,1.224489796,1.163265306,-0.775510204,2.673469388,-2.816326531,1.87755102,-6.367346939,-4,-6,0,-5,36,59,-2,7
308,7,8,8,5,3,1,1,0,4,-1,-9,7,-7,0,-6,12,-4,0,0,-14,1,1,1,0.785714286,38.2132,8,5,3,1,1,0,0,0,0.714285714,-0.428571429,1.142857143,0.142857143,-0.285714286,2.428571429,0.142857143,-0.285714286,0.428571429,4,2,0,9,-4,-1,4,-3
309,49,61,8,5,3,8,5,3,4,-1,-9,-4,1,9,-6,12,-4,6,-12,4,1,1,1,0.724489796,43.5736,8,5,3,8,5,3,0,0,-2.836734694,4.102040816,1.06122449,22.65306122,-31.59183673,-7.755102041,-38,53,13,8,5,3,64,-9,-25,27,-6
310,49,60,8,5,3,8,5,-3,4,-1,-9,4,-1,9,-6,12,-4,6,-12,-4,2,1,0,-0.836734694,146.797,8,5,3,8,5,3,0,0,0.979591837,-0.959183673,-0.346938776,0.12244898,-0.244897959,0.081632653,0.224489796,-0.448979592,-0.183673469,4,2,0,43,12,-53,39,11
311,49,62,8,5,3,8,5,-3,4,-1,-9,-4,1,-9,-6,12,-4,-6,12,4,2,1,1,0.020408163,88.8306,8,5,3,8,5,3,0,0,0.06122449,-0.265306122,-1.387755102,0.571428571,-0.142857143,-3.285714286,-1.06122449,0.265306122,6.387755102,-2,-8,0,-3,13,68,-3,6
312,7,8,9,4,1,1,1,0,3,-8,5,7,-7,0,4,-6,-12,0,0,-14,1,1,1,0.785714286,38.2132,9,4,1,1,1,0,0,0,-1.285714286,-0.571428571,-0.142857143,0.714285714,-0.571428571,-0.142857143,-1.142857143,0.714285714,0.428571429,-2,-2,-2,4,1,9,3,2
313,49,62,9,4,1,8,5,3,3,-8,5,4,-1,-9,4,-6,-12,-6,12,-4,2,1,1,0.020408163,88.8306,9,4,1,8,5,3,0,0,-0.530612245,-0.632653061,2.306122449,-2.428571429,-3.857142857,14.28571429,3.897959184,6.224489796,-22.97959184,-7,-3,-2,-32,-57,-23,-21,-35
314,49,60,9,4,1,8,5,3,3,-8,5,-4,1,9,4,-6,-12,6,-12,4,2,1,0,-0.836734694,146.797,9,4,1,8,5,3,0,0,0.489795918,-0.020408163,-1.326530612,-1.571428571,0.857142857,6.714285714,1.959183673,-1.081632653,-8.306122449,14,10,2,67,-13,-12,25,-6
315,49,62,9,4,1,8,5,-3,3,-8,5,4,-1,9,4,-6,-12,6,-12,-4,2,1,1,0.020408163,88.8306,9,4,1,8,5,3,0,0,-0.102040816,0.081632653,-1.408163265,0.204081633,-0.163265306,0.816326531,-0.224489796,-0.020408163,-0.897959184,8,0,-2,-34,37,109,-31,32
316,49,60,9,4,1,8,5,-3,3,-8,5,-4,1,-9,4,-6,-12,-6,12,4,2,1,0,-0.836734694,146.797,9,4,1,8,5,3,0,0,-0.510204082,0.836734694,2.244897959,-0.163265306,0.387755102,0.918367347,3.367346939,-8.12244898,-19.81632653,-22,-14,2,-25,41,110,-15,22
317,49,62,9,4,1,9,4,1,3,-8,5,-3,8,-5,4,-6,-12,-4,6,12,2,1,1,0.020408163,88.8306,9,4,1,9,4,1,0,0,-1.816326531,3.081632653,5.020408163,-2.93877551,4.693877551,7.673469388,5,-8,-13,9,4,1,4,-69,-5,0,-24
318,49,60,9,4,1,9,4,-1,3,-8,5,3,-8,-5,4,-6,-12,-4,6,-12,2,1,0,-0.836734694,146.797,9,4,1,9,4,1,0,0,-0.591836735,0.387755102,-1.224489796,-0.775510204,1.163265306,-2.673469388,1.87755102,-2.816326531,6.367346939,-6,-4,0,-17,-48,-47,-16,-43
319,49,61,9,4,1,9,4,-1,3,-8,5,-3,8,5,4,-6,-12,4,-6,12,1,1,1,0.724489796,43.5736,9,4,1,9,4,1,0,0,1.265306122,-3.040816327,1.775510204,0.06122449,-0.163265306,0.102040816,12.6122449,-33.63265306,19.02040816,16,6,0,55,-16,-39,31,-7
320,3,2,13,5,2,3,3,2,1,-1,-4,3,-3,0,-2,6,-2,2,2,-6,1,1,0,0.333333333,70.5288,13,5,2,3,3,2,0,0,1,0,1,-0.333333333,0.333333333,1.333333333,0.333333333,-0.333333333,0.666666667,1,1,0,1,0,1,4,-1
321,33,12,13,5,2,3,3,2,1,-1,-4,-3,3,0,-2,6,-2,-2,-2,6,2,1,1,-0.454545455,117.036,13,5,2,3,3,2,0,0,0.333333333,-0.333333333,-1.333333333,2.242424242,-1.060606061,-3.424242424,-2.363636364,1.090909091,3.636363636,-2,-1,-1,-32,-25,23,-11,-8
322,99,63,13,5,2,13,5,2,1,-1,-4,-1,1,4,-2,6,-2,2,-6,2,3,1,1,-0.388888889,112.885,13,5,2,13,5,2,0,1,-0.868686869,2.050505051,1.02020202,14.83838384,-32.29292929,-15.71717172,-17,37,18,13,5,2,101,214,-53,17,39
323,11,9,13,5,2,13,5,-2,1,-1,-4,1,-1,4,-2,6,-2,2,-6,-2,1,1,0,0.636363636,50.4788,13,5,2,13,5,2,0,0,0.727272727,-1.181818182,-0.272727273,-0.454545455,1.363636364,0.545454545,1.545454545,-4.636363636,-1.454545455,3,1,0,1,0,-1,-15,1
324,9,6,13,5,2,13,5,-2,1,-1,-4,-1,1,-4,-2,6,-2,-2,6,2,1,1,0,0.777777778,38.9424,13,5,2,13,5,2,0,0,0.333333333,-1.333333333,-0.333333333,0.444444444,-0.444444444,0.222222222,-0.555555556,0.555555556,0.222222222,-1,-1,0,-1,4,1,-2,1
325,99,63,6,2,2,6,2,2,1,-4,1,1,1,-4,5,-2,-13,-5,13,2,3,1,1,-0.388888889,112.885,6,2,2,6,2,2,0,0,-0.757575758,-0.696969697,0.96969697,-0.02020202,-0.191919192,0.252525253,0.111111111,1.555555556,-1.888888889,-6,-2,-2,-28,-35,-13,-11,-8
326,9,6,6,2,2,6,2,2,1,-4,1,-1,-1,4,5,-2,-13,5,-13,-2,1,1,0,0.777777778,38.9424,6,2,2,6,2,2,0,0,0.333333333,-0.333333333,1.333333333,0,1,-1,-0.111111111,-1.555555556,1.888888889,6,2,2,4,-1,1,-1,-3
327,99,63,4,1,1,4,1,1,2,-6,-2,2,-2,-6,2,5,-13,-2,13,-5,3,1,1,-0.388888889,112.885,4,1,1,4,1,1,1,0,-0.535353535,2.161616162,-1.02020202,-0.383838384,3.04040404,-1.505050505,0.484848485,-3.787878788,1.848484848,-4,-1,-1,-85,-64,-91,-39,-29
328,11,9,4,1,1,4,1,1,2,-6,-2,-2,2,6,2,5,-13,2,-13,5,1,1,0,0.636363636,50.4788,4,1,1,4,1,1,0,0,-0.090909091,2.272727273,-0.909090909,1.272727273,-9.818181818,4.727272727,-1.454545455,11.36363636,-5.545454545,4,1,1,15,-1,-4,-1,0
329,33,12,4,1,1,1,1,0,2,-6,-2,2,-2,6,2,5,-13,9,-9,-6,2,1,1,-0.454545455,117.036,4,1,1,1,1,0,0,0,0.696969697,-0.757575758,0.96969697,-0.484848485,0.787878788,-0.848484848,3.545454545,-5.636363636,6.454545455,5,2,-1,23,-25,32,14,-17
330,101,64,11,9,0,11,9,0,0,0,2,0,0,-2,9,-11,0,-9,11,0,1,0,0,0.98019802,11.4212,11,9,0,11,9,0,1,0,4.108910891,-4.910891089,-1,-72.89108911,89.08910891,18,81,-99,-20,11,9,0,20,99,-101,1,10
331,101,64,2,0,0,2,0,0,0,11,9,0,11,-9,0,-9,11,0,9,11,1,0,0,0.98019802,11.4212,2,0,0,2,0,0,0,0,1,0.198019802,0.98019802,0,0.108910891,0.089108911,0,-1.178217822,-0.782178218,2,0,0,101,-99,20,11,-10
332,51,65,10,10,2,10,10,2,1,-1,0,-1,1,0,1,1,-10,-1,-1,10,1,1,0,0.960784314,16.0989,10,10,2,10,10,2,1,0,1.392156863,-0.607843137,-1.921568627,-1.803921569,1.196078431,3.039215686,3,-2,-5,10,10,2,-3,-20,13,-5,-17
333,3,2,14,2,2,10,10,2,0,1,-1,1,-1,0,-2,7,7,1,1,-10,1,1,0,0.333333333,70.5288,14,2,2,10,10,2,1,0,1,-1,0,0.333333333,-0.666666667,0.333333333,1.666666667,-3.333333333,-0.333333333,4,2,0,1,0,-1,-4,-1
334,17,13,14,2,2,10,10,2,0,1,-1,-1,1,0,-2,7,7,-1,-1,10,1,1,0,0.058823529,86.6277,14,2,2,10,10,2,1,0,0,1,-1,0.294117647,0.470588235,-0.529411765,-1.411764706,-3.058823529,2.941176471,-4,-2,-4,11,4,21,11,5
335,51,66,14,2,2,14,2,2,0,1,-1,0,-1,1,-2,7,7,2,-7,-7,1,1,0,0.921568627,22.8435,14,2,2,14,2,2,1,0,0.549019608,-0.921568627,-0.921568627,-0.960784314,2.862745098,3.862745098,1,-3,-4,14,2,2,127,142,-11,76,87
336,51,66,7,7,2,7,7,2,1,-1,0,-1,1,0,2,2,-14,-2,-2,14,1,1,0,0.921568627,22.8435,7,7,2,7,7,2,1,0,-1.862745098,1.137254902,3.039215686,-3.862745098,2.137254902,6.039215686,9,-5,-14,7,7,2,-4,-21,11,-3,-4
337,3,2,10,1,1,7,7,2,0,1,-1,1,-1,0,-2,10,10,2,2,-14,1,1,0,0.333333333,70.5288,10,1,1,7,7,2,1,0,1,-1,0,0.333333333,-0.666666667,0.333333333,1.666666667,-3.333333333,-0.333333333,4,2,0,1,0,-1,-4,-1
338,17,13,10,1,1,7,7,2,0,1,-1,-1,1,0,-2,10,10,-2,-2,14,1,1,0,0.058823529,86.6277,10,1,1,7,7,2,1,0,0,1,-1,1.117647059,1.411764706,-1.588235294,-1.411764706,-1.941176471,2.058823529,-6,-2,-6,13,3,20,13,4
339,51,65,10,1,1,10,1,1,0,1,-1,0,-1,1,-2,10,10,2,-10,-10,1,1,0,0.960784314,16.0989,10,1,1,10,1,1,1,0,-0.803921569,5.019607843,4.019607843,1.68627451,-9.431372549,-7.431372549,-3.333333333,18.66666667,14.66666667,10,1,1,-13,-20,-3,-5,0
340,85,67,14,2,2,14,2,2,1,-5,-2,1,-2,-5,1,5,-12,-1,12,-5,2,2,1,-0.905882353,154.942,14,2,2,14,2,2,0,0,-0.082352941,-1.411764706,-0.011764706,0.176470588,-1.117647059,-0.117647059,-0.8,5,0.6,-14,-2,-2,-223,75,-214,-9,2
341,15,4,14,2,2,14,2,2,1,-5,-2,-1,2,5,1,5,-12,1,-12,5,2,1,0,0.666666667,48.1897,14,2,2,14,2,2,0,0,0.466666667,-1.333333333,0.066666667,-0.066666667,0.333333333,0.133333333,0.8,-5,-0.6,14,2,2,43,25,-26,19,12
342,255,68,14,2,2,10,10,2,1,-5,-2,1,-2,5,1,5,-12,9,-8,-5,5,2,1,0.764705882,40.1192,14,2,2,10,10,2,1,0,1.494117647,-1.529411765,3.070588235,-4.219607843,4.568627451,-9.031372549,30.03137255,-32.50980392,64.29019608,14,7,-3,-11,13,-38,-26,1
343,5,1,14,2,2,10,10,2,1,-5,-2,-1,2,-5,1,5,-12,-9,8,5,1,0,0,0.8,36.8699,14,2,2,10,10,2,0,0,0.2,0,-1.4,-1.2,-1,3.4,-0.4,0,0.8,-2,-1,-1,-4,-5,3,-1,-1
344,15,4,10,10,2,10,10,2,2,-1,-5,1,-2,5,-8,9,-5,9,-8,-5,2,1,0,0.666666667,48.1897,10,10,2,10,10,2,0,0,1.933333333,-1.466666667,-0.333333333,-1.133333333,1.066666667,0.333333333,4.4,-4.2,-1,10,10,2,-4,-3,5,-5,-5
345,85,69,10,10,2,10,10,2,2,-1,-5,-1,2,-5,-8,9,-5,-9,8,5,2,2,1,0.152941176,81.2026,10,10,2,10,10,2,0,0,1.541176471,-1.858823529,-0.411764706,3.682352941,-3.517647059,-0.823529412,-4.4,4.2,1,-10,-10,-2,32,49,105,23,36
346,85,67,12,5,1,12,5,1,2,-5,1,-2,5,-1,2,-2,-14,-2,2,14,2,2,1,-0.905882353,154.942,12,5,1,12,5,1,0,0,-0.858823529,2.058823529,1.011764706,1.858823529,-4.058823529,-2.011764706,-3.2,7,3.4,12,5,1,1,-120,-7,-1,-48
347,51,66,12,5,1,12,5,-1,2,-5,1,2,-5,-1,2,-2,-14,-2,2,-14,1,1,0,0.921568627,22.8435,12,5,1,12,5,1,0,0,0.235294118,-1.235294118,-0.647058824,0.31372549,-0.31372549,-0.196078431,-0.490196078,0.490196078,0.431372549,-1,-1,0,-4,21,11,-3,4
348,15,4,12,5,1,12,5,-1,2,-5,1,-2,5,1,2,-2,-14,2,-2,14,2,1,0,0.666666667,48.1897,12,5,1,12,5,1,0,0,-0.733333333,2.333333333,0.133333333,3.2,-8,-0.4,-6.533333333,16.33333333,0.733333333,10,4,0,13,5,-16,15,6
349,255,68,12,5,1,9,8,5,2,-5,1,1,2,-5,2,-2,-14,-10,10,2,5,2,1,0.764705882,40.1192,12,5,1,9,8,5,1,0,-11.15686275,0.156862745,28.09803922,19.2745098,-0.274509804,-48.92156863,-23.53333333,0.333333333,59.73333333,-46,-22,-18,-164,-295,-127,-7,-32
350,3,2,12,5,1,9,8,5,2,-5,1,-1,-2,5,2,-2,-14,10,-10,-2,1,1,0,0.333333333,70.5288,12,5,1,9,8,5,0,0,1,0,1,-0.333333333,0.333333333,1.333333333,0.333333333,-0.333333333,0.666666667,1,1,0,1,0,1,4,-1
351,5,1,12,5,1,9,8,-5,2,-5,1,1,2,5,2,-2,-14,10,-10,2,1,0,0,0.8,36.8699,12,5,1,9,8,5,0,0,0.8,-1,-0.6,0,1,1,0.2,-2,-1.4,6,2,-2,3,-5,4,1,-4
352,17,13,12,5,1,9,8,-5,2,-5,1,-1,-2,-5,2,-2,-14,-10,10,-2,1,1,0,0.058823529,86.6277,12,5,1,9,8,5,0,0,0.176470588,-1.176470588,0.764705882,0.235294118,-0.235294118,0.352941176,-1.352941176,1.352941176,-1.529411765,-1,-1,0,-3,20,-13,-1,7
353,85,69,9,8,5,9,8,5,1,2,-5,-1,-2,5,-10,10,2,10,-10,-2,2,2,1,0.152941176,81.2026,9,8,5,9,8,5,0,0,-0.894117647,1.094117647,0.058823529,1.894117647,-2.094117647,-0.058823529,-3.2,3.6,0,9,8,5,158,131,-35,94,78
354,51,65,9,8,5,9,8,-5,1,2,-5,1,2,5,-10,10,2,10,-10,2,1,1,0,0.960784314,16.0989,9,8,5,9,8,5,0,0,-0.784313725,-0.215686275,1.156862745,-0.431372549,0.431372549,1.68627451,0.568627451,-0.568627451,-2.31372549,-1,-1,0,40,11,-59,19,4
355,15,4,9,8,5,9,8,-5,1,2,-5,-1,-2,-5,-10,10,2,-10,10,-2,2,1,0,0.666666667,48.1897,9,8,5,9,8,5,0,0,0.8,0.6,1,0.133333333,0.266666667,1.333333333,-0.333333333,-0.666666667,-2.333333333,4,-2,0,3,-4,5,5,-5
356,51,65,1,1,0,1,1,0,1,-1,10,1,-1,-10,10,-10,-2,-10,10,-2,1,1,0,0.960784314,16.0989,1,1,0,1,1,0,0,0,-0.784313725,-0.215686275,1.156862745,-0.431372549,0.431372549,1.68627451,0.568627451,-0.568627451,-2.31372549,-1,-1,0,40,11,-59,19,4
357,51,66,1,1,0,1,1,0,7,-7,2,7,-7,-2,2,-2,-14,-2,2,-14,1,1,0,0.921568627,22.8435,1,1,0,1,1,0,0,0,0.235294118,-1.235294118,-0.647058824,0.31372549,-0.31372549,-0.196078431,-0.490196078,0.490196078,0.431372549,-1,-1,0,-4,21,11,-3,4
358,51,66,5,2,1,5,2,-1,5,-12,-1,5,-12,1,2,2,-14,-2,-2,-14,1,1,0,0.921568627,22.8435,5,2,1,5,2,1,0,0,0.31372549,-0.68627451,-1.196078431,0.784313725,0.784313725,0.509803922,-0.921568627,-0.921568627,-0.549019608,1,-1,0,35,-16,61,8,-5
359,85,67,5,2,1,5,2,-1,5,-12,-1,-5,12,-1,2,2,-14,2,2,14,2,2,1,-0.905882353,154.942,5,2,1,5,2,1,0,0,-1.941176471,4.458823529,3.788235294,-29.41176471,70.58823529,59.88235294,31.58823529,-75.81176471,-64.31764706,-24,-10,0,-55,-72,79,-53,-63
360,255,68,5,2,1,5,2,1,5,-12,-1,5,-8,-9,2,2,-14,-2,10,-10,5,2,1,0.764705882,40.1192,5,2,1,5,2,1,0,0,-1.156862745,2.043137255,0.698039216,2.901960784,-6.298039216,-1.91372549,-3.470588235,7.529411765,2.294117647,-5,-2,-1,-65,-48,-89,-18,-13
361,17,13,5,2,1,5,2,1,5,-12,-1,-5,8,9,2,2,-14,2,-10,10,1,1,0,0.058823529,86.6277,5,2,1,5,2,1,0,0,-0.823529412,2.176470588,0.764705882,-1.588235294,3.411764706,1.117647059,3.470588235,-7.529411765,-2.294117647,5,2,1,21,4,-11,5,1
